danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,liveness,track_name,artists,track_genre,cluster,segment_name
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.835,0.718,0.427,92.028,0.226,1.99e-06,-5.62,0.0694,0.108,Christian Dior,Jhayco,latino,4,Feel Good Dance & Urban
0.765,0.816,0.624,89.005,0.124,8.19e-05,-3.99,0.0595,0.197,Te Quiero Pa´Mi,Don Omar;Zion & Lennox,latino,4,Feel Good Dance & Urban
0.835,0.718,0.427,92.028,0.226,1.99e-06,-5.62,0.0694,0.108,Christian Dior,Jhayco,latino,4,Feel Good Dance & Urban
0.886,0.708,0.965,109.976,0.107,0.0114,-5.915,0.0911,0.044,Salió El Sol,Don Omar,latino,4,Feel Good Dance & Urban
0.689,0.856,0.706,126.108,0.0493,0.0,-3.394,0.0813,0.232,AEIOU,Justin Quiles;Robin Schulz,latino,4,Feel Good Dance & Urban
0.843,0.731,0.636,93.013,0.259,0.0,-5.583,0.134,0.306,Deseos - Remix,Jhayco;Nio Garcia;Casper Magico;Bryant Myers,latino,4,Feel Good Dance & Urban
0.689,0.856,0.706,126.108,0.0493,0.0,-3.394,0.0813,0.232,AEIOU,Justin Quiles;Robin Schulz,latino,4,Feel Good Dance & Urban
0.753,0.505,0.36,149.015,0.105,0.0,-7.569,0.0641,0.109,Costear - Remix,Jhayco;Mariah Angeliq;Eq,latino,4,Feel Good Dance & Urban
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.635,0.731,0.611,187.997,0.163,7.61e-06,-5.703,0.06,0.0874,No Te Vayas,Don Omar;Alexis y Fido,latino,5,High Energy Rock & Metal
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.711,0.839,0.932,179.936,0.0472,0.0,-6.288,0.117,0.0806,Se Menea,Don Omar;Nio Garcia,latino,4,Feel Good Dance & Urban
0.831,0.818,0.819,95.022,0.0245,0.000319,-7.827,0.0824,0.0892,Dale Don Dale,Don Omar,latino,4,Feel Good Dance & Urban
0.723,0.622,0.538,94.024,0.189,5.86e-05,-5.184,0.0467,0.107,Deséame Suerte,Jhayco;KAROL G;Haze,latino,4,Feel Good Dance & Urban
0.689,0.856,0.706,126.108,0.0493,0.0,-3.394,0.0813,0.232,AEIOU,Justin Quiles;Robin Schulz,latino,4,Feel Good Dance & Urban
0.886,0.708,0.965,109.976,0.107,0.0114,-5.915,0.0911,0.044,Salió El Sol,Don Omar,latino,4,Feel Good Dance & Urban
0.718,0.891,0.828,124.981,0.00175,0.0146,-3.494,0.0404,0.138,Zumba,Don Omar,latino,4,Feel Good Dance & Urban
0.774,0.687,0.308,104.959,0.0179,1.17e-05,-4.818,0.0584,0.128,Mi Gente,J Balvin;Willy William,latino,4,Feel Good Dance & Urban
0.808,0.697,0.554,95.06,0.041,0.0,-5.899,0.241,0.0546,Yo Voy (feat. Daddy Yankee),Zion & Lennox,latino,4,Feel Good Dance & Urban
0.762,0.766,0.442,130.001,0.00776,6.98e-05,-3.955,0.0343,0.128,Pepas,Farruko,latino,4,Feel Good Dance & Urban
0.835,0.679,0.85,124.98,0.583,1.98e-06,-5.329,0.0364,0.218,La Bachata,Manuel Turizo,latino,4,Feel Good Dance & Urban
0.65,0.715,0.187,106.672,0.0993,0.000291,-5.198,0.253,0.126,Tití Me Preguntó,Bad Bunny,latino,5,High Energy Rock & Metal
0.911,0.712,0.425,92.005,0.0901,2.68e-05,-5.105,0.0817,0.0933,Me Porto Bonito,Bad Bunny;Chencho Corleone,latino,4,Feel Good Dance & Urban
0.737,0.86,0.656,93.989,0.11,1.94e-06,-2.652,0.0593,0.0574,Con Calma,Daddy Yankee;Snow,latino,4,Feel Good Dance & Urban
0.915,0.72,0.631,126.986,0.025,1.42e-05,-3.126,0.0459,0.0942,In Da Getto,J Balvin;Skrillex,latino,4,Feel Good Dance & Urban
0.852,0.797,0.741,96.008,0.322,2.69e-06,-6.543,0.0614,0.0845,Gasolina,Daddy Yankee,latino,4,Feel Good Dance & Urban
0.602,0.785,0.582,95.038,0.143,0.0,-4.355,0.232,0.103,Te Pue' Cuidar,Brray;Rauw Alejandro,latino,4,Feel Good Dance & Urban
0.761,0.644,0.696,83.986,0.344,1.55e-06,-4.496,0.0523,0.274,A Mi También,Tainy;Alvaro Diaz;Feid,latino,4,Feel Good Dance & Urban
0.734,0.836,0.622,80.002,0.0171,1.71e-05,-4.803,0.0736,0.179,Adicto,Tainy;Anuel AA;Ozuna,latino,4,Feel Good Dance & Urban
0.733,0.859,0.845,170.047,0.0431,0.0,-5.087,0.146,0.822,Hooka,Don Omar;Plan B,latino,3,Live & World Music
0.602,0.785,0.582,95.038,0.143,0.0,-4.355,0.232,0.103,Te Pue' Cuidar,Brray;Rauw Alejandro,latino,4,Feel Good Dance & Urban
0.522,0.585,0.411,97.99,0.00208,0.0,-7.205,0.129,0.0909,Noche de Novela,Paulo Londra;Ed Sheeran,latino,5,High Energy Rock & Metal
0.829,0.772,0.702,95.995,0.0559,0.000488,-5.43,0.104,0.44,Otra vez,Zion & Lennox;J Balvin,latino,4,Feel Good Dance & Urban
0.753,0.733,0.156,92.064,0.253,0.0,-3.715,0.056,0.398,Volare,Danny Ocean,latino,4,Feel Good Dance & Urban
0.901,0.512,0.753,144.968,0.327,0.001,-12.077,0.251,0.103,"No Eres Tú, Soy Yo",Brray,latino,4,Feel Good Dance & Urban
0.734,0.519,0.685,82.983,0.00814,0.141,-9.483,0.0824,0.311,Vacilón,Don Omar,latino,4,Feel Good Dance & Urban
0.522,0.585,0.411,97.99,0.00208,0.0,-7.205,0.129,0.0909,Noche de Novela,Paulo Londra;Ed Sheeran,latino,5,High Energy Rock & Metal
0.829,0.772,0.702,95.995,0.0559,0.000488,-5.43,0.104,0.44,Otra vez,Zion & Lennox;J Balvin,latino,4,Feel Good Dance & Urban
0.522,0.585,0.411,97.99,0.00208,0.0,-7.205,0.129,0.0909,Noche de Novela,Paulo Londra;Ed Sheeran,latino,5,High Energy Rock & Metal
0.522,0.585,0.411,97.99,0.00208,0.0,-7.205,0.129,0.0909,Noche de Novela,Paulo Londra;Ed Sheeran,latino,5,High Energy Rock & Metal
0.886,0.708,0.965,109.976,0.107,0.0114,-5.915,0.0911,0.044,Salió El Sol,Don Omar,latino,4,Feel Good Dance & Urban
0.635,0.731,0.611,187.997,0.163,7.61e-06,-5.703,0.06,0.0874,No Te Vayas,Don Omar;Alexis y Fido,latino,5,High Energy Rock & Metal
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.744,0.871,0.902,172.03,0.145,0.000498,-5.123,0.0499,0.0752,Encanto,Don Omar;Sharlene Taule,latino,4,Feel Good Dance & Urban
0.661,0.576,0.924,123.425,0.026,0.0,-6.025,0.485,0.0623,Bomba,Don Omar,latino,4,Feel Good Dance & Urban
0.741,0.787,0.771,91.993,0.217,0.0179,-6.228,0.0525,0.0835,Pobre Diabla,Don Omar,latino,4,Feel Good Dance & Urban
0.741,0.787,0.771,91.993,0.217,0.0179,-6.228,0.0525,0.0835,Pobre Diabla,Don Omar,latino,4,Feel Good Dance & Urban
0.886,0.708,0.965,109.976,0.107,0.0114,-5.915,0.0911,0.044,Salió El Sol,Don Omar,latino,4,Feel Good Dance & Urban
0.698,0.845,0.749,171.938,0.176,0.0,-4.705,0.12,0.239,La pared 720,Lenny Tavárez;Randy;De La Ghetto;Brray;Justin Quiles,latino,4,Feel Good Dance & Urban
0.886,0.708,0.965,109.976,0.107,0.0114,-5.915,0.0911,0.044,Salió El Sol,Don Omar,latino,4,Feel Good Dance & Urban
0.743,0.804,0.425,104.822,0.0231,0.0,-6.327,0.0676,0.0494,Me rehúso,Danny Ocean,latino,4,Feel Good Dance & Urban
0.819,0.645,0.724,94.998,0.232,0.000863,-6.707,0.0481,0.178,Tu Cuerpo Me Arrebata,Don Omar;Trebol Clan,latino,4,Feel Good Dance & Urban
0.787,0.872,0.696,92.025,0.0067,0.000193,-2.117,0.143,0.136,Guaya Guaya,Don Omar,latino,4,Feel Good Dance & Urban
0.759,0.885,0.673,89.966,0.351,3.68e-05,-4.516,0.0636,0.468,Hasta Abajo,Don Omar,latino,4,Feel Good Dance & Urban
0.765,0.816,0.624,89.005,0.124,8.19e-05,-3.99,0.0595,0.197,Te Quiero Pa´Mi,Don Omar;Zion & Lennox,latino,4,Feel Good Dance & Urban
0.831,0.818,0.819,95.022,0.0245,0.000319,-7.827,0.0824,0.0892,Dale Don Dale,Don Omar,latino,4,Feel Good Dance & Urban
0.765,0.816,0.624,89.005,0.124,8.19e-05,-3.99,0.0595,0.197,Te Quiero Pa´Mi,Don Omar;Zion & Lennox,latino,4,Feel Good Dance & Urban
0.741,0.787,0.771,91.993,0.217,0.0179,-6.228,0.0525,0.0835,Pobre Diabla,Don Omar,latino,4,Feel Good Dance & Urban
0.765,0.816,0.624,89.005,0.124,8.19e-05,-3.99,0.0595,0.197,Te Quiero Pa´Mi,Don Omar;Zion & Lennox,latino,4,Feel Good Dance & Urban
0.831,0.818,0.819,95.022,0.0245,0.000319,-7.827,0.0824,0.0892,Dale Don Dale,Don Omar,latino,4,Feel Good Dance & Urban
0.76,0.658,0.565,100.202,0.162,0.0,-5.275,0.275,0.195,"Agua - Music From ""Sponge On The Run"" Movie",Tainy;J Balvin,latino,4,Feel Good Dance & Urban
0.886,0.708,0.965,109.976,0.107,0.0114,-5.915,0.0911,0.044,Salió El Sol,Don Omar,latino,4,Feel Good Dance & Urban
0.786,0.825,0.752,180.026,0.0872,0.00327,-5.191,0.259,0.147,Bichotes Con Clase,Brray,latino,4,Feel Good Dance & Urban
0.685,0.862,0.884,128.032,0.00757,0.0014,-4.611,0.0627,0.0226,No Sigue Modas Aka Ella No Sigue Modas,Don Omar;Juan Magán,latino,4,Feel Good Dance & Urban
0.718,0.891,0.828,124.981,0.00175,0.0146,-3.494,0.0404,0.138,Zumba,Don Omar,latino,4,Feel Good Dance & Urban
0.803,0.866,0.772,95.008,0.122,0.0153,-4.503,0.0627,0.193,El Querendón,Brray;Chencho Corleone,latino,4,Feel Good Dance & Urban
0.734,0.846,0.604,98.026,0.166,1.74e-06,-3.425,0.0489,0.235,Nostálgico,Rvssian;Rauw Alejandro;Chris Brown,latino,4,Feel Good Dance & Urban
0.766,0.788,0.609,179.984,0.105,5.81e-06,-3.128,0.312,0.142,Hawái - Remix,Maluma;The Weeknd,latino,4,Feel Good Dance & Urban
0.817,0.539,0.158,97.062,0.0141,0.000496,-6.349,0.0621,0.099,MIA (feat. Drake),Bad Bunny;Drake,latino,4,Feel Good Dance & Urban
0.647,0.686,0.268,79.928,0.08,1.34e-06,-5.745,0.0413,0.528,Ojitos Lindos,Bad Bunny;Bomba Estéreo,latino,3,Live & World Music
0.594,0.749,0.694,179.968,0.0338,0.00106,-5.298,0.056,0.3,X,Nicky Jam;J Balvin,latino,5,High Energy Rock & Metal
0.804,0.674,0.292,99.968,0.294,1.18e-06,-5.453,0.0333,0.115,Moscow Mule,Bad Bunny,latino,4,Feel Good Dance & Urban
0.783,0.84,0.839,95.001,0.174,0.0,-3.416,0.051,0.412,Dura,Daddy Yankee,latino,4,Feel Good Dance & Urban
0.548,0.704,0.288,104.666,0.0168,2.25e-05,-4.838,0.0777,0.143,Mi Gente,J Balvin;Willy William,latino,5,High Energy Rock & Metal
0.924,0.723,0.643,126.998,0.0177,2.61e-05,-3.142,0.0466,0.113,In Da Getto,J Balvin;Skrillex,latino,4,Feel Good Dance & Urban
0.801,0.475,0.234,98.047,0.141,1.73e-05,-8.797,0.0516,0.0639,Efecto,Bad Bunny,latino,4,Feel Good Dance & Urban
0.739,0.525,0.418,139.086,0.257,0.0,-5.52,0.386,0.111,M&M,Rvssian;Future;Lil Baby,latino,4,Feel Good Dance & Urban
0.782,0.697,0.416,76.031,0.32,0.0,-5.85,0.0618,0.144,Bipolar,Chris Jedi;Ozuna;Brytiago,latino,4,Feel Good Dance & Urban
0.782,0.697,0.416,76.031,0.32,0.0,-5.85,0.0618,0.144,Bipolar,Chris Jedi;Ozuna;Brytiago,latino,4,Feel Good Dance & Urban
0.758,0.778,0.532,92.983,0.0806,0.0,-3.562,0.0657,0.198,Locura,Cali Y El Dandee;Sebastian Yatra,latino,4,Feel Good Dance & Urban
0.704,0.691,0.427,143.982,0.255,0.0,-5.414,0.158,0.129,Ahora Dice,Chris Jedi;J Balvin;Ozuna;Arcangel,latino,4,Feel Good Dance & Urban
0.877,0.661,0.434,89.998,0.274,0.0,-6.254,0.0998,0.0854,Dispo,Brytiago;Jhayco,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.704,0.691,0.427,143.982,0.255,0.0,-5.414,0.158,0.129,Ahora Dice,Chris Jedi;J Balvin;Ozuna;Arcangel,latino,4,Feel Good Dance & Urban
0.684,0.808,0.712,173.905,0.0518,1.02e-05,-2.737,0.061,0.0858,Nada,Cali Y El Dandee;Danna Paola,latino,4,Feel Good Dance & Urban
0.704,0.691,0.427,143.982,0.255,0.0,-5.414,0.158,0.129,Ahora Dice,Chris Jedi;J Balvin;Ozuna;Arcangel,latino,4,Feel Good Dance & Urban
0.767,0.672,0.585,171.996,0.12,6.18e-05,-4.455,0.182,0.695,Olvidando,Brytiago;Darell,latino,3,Live & World Music
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.804,0.825,0.662,92.02,0.166,3.48e-06,-3.596,0.0585,0.116,Condado,Chris Jedi;Young Miko;Lunay,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.596,0.71,0.632,117.871,0.243,0.0,-5.815,0.136,0.204,La trampa es ley,LIT killah,latino,4,Feel Good Dance & Urban
0.767,0.672,0.585,171.996,0.12,6.18e-05,-4.455,0.182,0.695,Olvidando,Brytiago;Darell,latino,3,Live & World Music
0.758,0.778,0.532,92.983,0.0806,0.0,-3.562,0.0657,0.198,Locura,Cali Y El Dandee;Sebastian Yatra,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.733,0.783,0.634,93.018,0.156,0.0,-4.788,0.0386,0.286,En Cero,Yandel;Sebastian Yatra;Manuel Turizo,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.686,0.915,0.743,100.003,0.079,0.000275,-2.756,0.0449,0.107,Dale Hasta Abajo,Chris Jedi;Joey Montana,latino,4,Feel Good Dance & Urban
0.63,0.669,0.904,214.024,0.0291,0.0,-6.974,0.148,0.159,Permitame,Tony Dize;Yandel,latino,4,Feel Good Dance & Urban
0.733,0.783,0.634,93.018,0.156,0.0,-4.788,0.0386,0.286,En Cero,Yandel;Sebastian Yatra;Manuel Turizo,latino,4,Feel Good Dance & Urban
0.63,0.669,0.904,214.024,0.0291,0.0,-6.974,0.148,0.159,Permitame,Tony Dize;Yandel,latino,4,Feel Good Dance & Urban
0.816,0.701,0.653,92.003,0.481,0.0,-4.119,0.175,0.449,Borracho,Brytiago;Wisin,latino,4,Feel Good Dance & Urban
0.787,0.679,0.876,89.996,0.416,0.0,-4.913,0.0658,0.15,Quizas - Remix,Tony Dize;Ken-Y;Marioso,latino,4,Feel Good Dance & Urban
0.787,0.679,0.876,89.996,0.416,0.0,-4.913,0.0658,0.15,Quizas - Remix,Tony Dize;Ken-Y;Marioso,latino,4,Feel Good Dance & Urban
0.686,0.915,0.743,100.003,0.079,0.000275,-2.756,0.0449,0.107,Dale Hasta Abajo,Chris Jedi;Joey Montana,latino,4,Feel Good Dance & Urban
0.728,0.711,0.782,172.068,0.0183,0.0,-4.477,0.081,0.0727,Ay Corazón,Cali Y El Dandee,latino,4,Feel Good Dance & Urban
0.724,0.84,0.842,92.011,0.0564,0.0,-3.633,0.0393,0.618,Lumbra,Cali Y El Dandee;Shaggy,latino,4,Feel Good Dance & Urban
0.795,0.845,0.769,170.023,0.105,1.14e-05,-3.809,0.135,0.172,La Llevo Al Cielo,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.684,0.808,0.712,173.905,0.0518,1.02e-05,-2.737,0.061,0.0858,Nada,Cali Y El Dandee;Danna Paola,latino,4,Feel Good Dance & Urban
0.686,0.915,0.743,100.003,0.079,0.000275,-2.756,0.0449,0.107,Dale Hasta Abajo,Chris Jedi;Joey Montana,latino,4,Feel Good Dance & Urban
0.755,0.767,0.321,93.959,0.00459,8.28e-06,-4.446,0.0535,0.0618,Sirena,Cali Y El Dandee,latino,4,Feel Good Dance & Urban
0.887,0.87,0.837,126.047,0.0143,0.0,-5.267,0.119,0.015,Verano Azul,Juan Magán,latino,4,Feel Good Dance & Urban
0.62,0.754,0.828,90.064,0.0578,0.0,-2.155,0.116,0.0993,Borracho De Amor,Cali Y El Dandee;Reik,latino,4,Feel Good Dance & Urban
0.721,0.773,0.75,120.007,0.053,0.0,-6.283,0.0368,0.484,El Doctorado,Tony Dize,latino,4,Feel Good Dance & Urban
0.645,0.822,0.837,179.994,0.0493,0.0,-3.679,0.212,0.193,Por Fin Te Encontré,Cali Y El Dandee;Juan Magán;Sebastian Yatra,latino,4,Feel Good Dance & Urban
0.701,0.896,0.896,130.067,0.0866,0.0,-6.459,0.0814,0.0572,Danza Kuduro,Don Omar;Lucenzo,latino,4,Feel Good Dance & Urban
0.584,0.803,0.339,108.049,0.0392,4.71e-05,-4.953,0.273,0.0973,LENTITO,Alvaro Diaz,latino,5,High Energy Rock & Metal
0.584,0.803,0.339,108.049,0.0392,4.71e-05,-4.953,0.273,0.0973,LENTITO,Alvaro Diaz,latino,5,High Energy Rock & Metal
0.584,0.803,0.339,108.049,0.0392,4.71e-05,-4.953,0.273,0.0973,LENTITO,Alvaro Diaz,latino,5,High Energy Rock & Metal
0.602,0.573,0.319,174.048,0.282,0.0,-7.388,0.0518,0.0854,Llori Pari,Alvaro Diaz;Feid;Tainy,latino,5,High Energy Rock & Metal
0.584,0.803,0.339,108.049,0.0392,4.71e-05,-4.953,0.273,0.0973,LENTITO,Alvaro Diaz,latino,5,High Energy Rock & Metal
0.602,0.573,0.319,174.048,0.282,0.0,-7.388,0.0518,0.0854,Llori Pari,Alvaro Diaz;Feid;Tainy,latino,5,High Energy Rock & Metal
0.602,0.573,0.319,174.048,0.282,0.0,-7.388,0.0518,0.0854,Llori Pari,Alvaro Diaz;Feid;Tainy,latino,5,High Energy Rock & Metal
0.729,0.737,0.369,91.99,0.275,7.58e-06,-3.727,0.064,0.137,Problemón,Alvaro Diaz;Rauw Alejandro,latino,4,Feel Good Dance & Urban
0.665,0.769,0.76,138.001,0.0776,6.84e-06,-6.532,0.0275,0.0754,Ramona Flowers,Alvaro Diaz,latino,4,Feel Good Dance & Urban
0.729,0.737,0.369,91.99,0.275,7.58e-06,-3.727,0.064,0.137,Problemón,Alvaro Diaz;Rauw Alejandro,latino,4,Feel Good Dance & Urban
0.718,0.735,0.4,109.999,0.0917,0.0,-4.854,0.0369,0.188,Brilloteo,Alvaro Diaz,latino,4,Feel Good Dance & Urban
0.729,0.737,0.369,91.99,0.275,7.58e-06,-3.727,0.064,0.137,Problemón,Alvaro Diaz;Rauw Alejandro,latino,4,Feel Good Dance & Urban
0.727,0.796,0.701,180.069,0.0627,0.0,-3.918,0.125,0.166,Taxi,Mariah Angeliq;Guaynaa,latino,4,Feel Good Dance & Urban
0.83,0.679,0.213,95.003,0.137,7.78e-05,-3.519,0.143,0.0905,Lo Prohibido,Mariah Angeliq;Casper Magico,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.729,0.737,0.369,91.99,0.275,7.58e-06,-3.727,0.064,0.137,Problemón,Alvaro Diaz;Rauw Alejandro,latino,4,Feel Good Dance & Urban
0.696,0.82,0.43,100.064,0.0712,0.0,-4.511,0.127,0.132,Miénteme,Mariah Angeliq,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.666,0.826,0.343,104.701,0.017,0.0,-4.093,0.0625,0.285,Usted,Juan Magán;Mala Rodríguez,latino,5,High Energy Rock & Metal
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.647,0.816,0.725,119.826,0.179,0.0,-4.824,0.0648,0.314,Tentándome,Juan Magán;Maffio,latino,4,Feel Good Dance & Urban
0.717,0.758,0.96,175.951,0.37,0.000303,-2.367,0.0718,0.0861,Sucio Y Lento,Mariah Angeliq;Lele Pons,latino,4,Feel Good Dance & Urban
0.661,0.677,0.959,174.068,0.628,0.0,-6.467,0.0383,0.0793,Vuelve,Juan Magán;Paulina Rubio;DCS,latino,4,Feel Good Dance & Urban
0.74,0.63,0.763,89.952,0.0212,0.0,-6.634,0.0832,0.299,Amigos,Juan Magán;Mariah Angeliq;Yera,latino,4,Feel Good Dance & Urban
0.536,0.723,0.724,91.761,0.0149,7.78e-05,-4.761,0.268,0.0952,La Tóxica,Mariah Angeliq,latino,4,Feel Good Dance & Urban
0.737,0.607,0.528,179.957,0.194,0.11,-3.599,0.0835,0.132,Perreito,Mariah Angeliq,latino,4,Feel Good Dance & Urban
0.858,0.806,0.814,99.992,0.111,0.0,-5.61,0.0712,0.0475,Baila Conmigo - Remix,Juan Magán;Luciana;Joey Montana;Jaume Berenguer,latino,4,Feel Good Dance & Urban
0.647,0.816,0.725,119.826,0.179,0.0,-4.824,0.0648,0.314,Tentándome,Juan Magán;Maffio,latino,4,Feel Good Dance & Urban
0.705,0.874,0.788,128.02,0.17,0.0,-2.514,0.0723,0.0669,Si No Te Quisiera,Juan Magán;Belinda;Lapiz Conciente,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.83,0.739,0.631,97.993,0.136,2.11e-06,-5.395,0.0627,0.162,Pantysito,Alejo;Feid;ROBI,latino,4,Feel Good Dance & Urban
0.705,0.874,0.788,128.02,0.17,0.0,-2.514,0.0723,0.0669,Si No Te Quisiera,Juan Magán;Belinda;Lapiz Conciente,latino,4,Feel Good Dance & Urban
0.645,0.822,0.837,179.994,0.0493,0.0,-3.679,0.212,0.193,Por Fin Te Encontré,Cali Y El Dandee;Juan Magán;Sebastian Yatra,latino,4,Feel Good Dance & Urban
0.831,0.789,0.826,101.037,0.121,0.0,-5.498,0.0661,0.328,Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",latino,4,Feel Good Dance & Urban
0.705,0.874,0.788,128.02,0.17,0.0,-2.514,0.0723,0.0669,Si No Te Quisiera,Juan Magán;Belinda;Lapiz Conciente,latino,4,Feel Good Dance & Urban
0.823,0.656,0.713,94.038,0.257,0.0,-6.141,0.11,0.329,"Sol, Playa Y Arena","Tito ""El Bambino""",latino,4,Feel Good Dance & Urban
0.823,0.656,0.713,94.038,0.257,0.0,-6.141,0.11,0.329,"Sol, Playa Y Arena","Tito ""El Bambino""",latino,4,Feel Good Dance & Urban
0.804,0.745,0.512,95.024,0.112,0.0,-5.805,0.0744,0.0925,Siente El Boom,"Tito ""El Bambino"";Randy",latino,4,Feel Good Dance & Urban
0.831,0.789,0.826,101.037,0.121,0.0,-5.498,0.0661,0.328,Flow Natural,"Tito ""El Bambino"";Beenie Man;Ines",latino,4,Feel Good Dance & Urban
0.804,0.745,0.512,95.024,0.112,0.0,-5.805,0.0744,0.0925,Siente El Boom,"Tito ""El Bambino"";Randy",latino,4,Feel Good Dance & Urban
0.804,0.745,0.512,95.024,0.112,0.0,-5.805,0.0744,0.0925,Siente El Boom,"Tito ""El Bambino"";Randy",latino,4,Feel Good Dance & Urban
0.804,0.745,0.512,95.024,0.112,0.0,-5.805,0.0744,0.0925,Siente El Boom,"Tito ""El Bambino"";Randy",latino,4,Feel Good Dance & Urban
0.804,0.745,0.512,95.024,0.112,0.0,-5.805,0.0744,0.0925,Siente El Boom,"Tito ""El Bambino"";Randy",latino,4,Feel Good Dance & Urban
0.719,0.571,0.206,119.939,0.0589,2.98e-06,-8.202,0.169,0.132,Tócame,Mariah Angeliq;Ñengo Flow,latino,4,Feel Good Dance & Urban
0.714,0.818,0.541,92.004,0.0724,0.0,-6.016,0.0532,0.115,BOBO,Mariah Angeliq;Bad Gyal;Maria Becerra,latino,4,Feel Good Dance & Urban
0.798,0.625,0.774,92.994,0.383,3.33e-05,-6.83,0.13,0.125,PPP,Kevin Roldan,latino,4,Feel Good Dance & Urban
0.719,0.571,0.206,119.939,0.0589,2.98e-06,-8.202,0.169,0.132,Tócame,Mariah Angeliq;Ñengo Flow,latino,4,Feel Good Dance & Urban
